,gene_numb,rxn_numb,aerobic_growth,aerobic_rxns,anaerobic_growth,anaerobic_rxns,type
CGK_4.re,1096,3996,0.0879397870694553,491,0.0227737517676686,491,Unknown
CGL_4.re,1086,3977,0.0730116140005833,467,0.0,0,Unknown
CGN_5.re,1093,3996,0.0879397870694559,480,0.0227737517676687,495,Fermentation
CGP_5.re,1090,3993,0.0858108613470644,478,0.0167572254872931,492,Unknown
CGQ_4.re,1095,3996,0.0879397870694559,503,0.0227737517676686,491,Unknown
CGR_5.re,1093,3984,0.0858108916818869,494,0.0167572254872931,478,Fermentation
CGS_5.re,1100,3988,0.0879397870694554,510,0.0227737517676689,495,Wine
CGT_5.re,1098,3985,0.0771016337484447,507,0.0,0,Wine
CGV_3.re,1099,3984,0.0879397870694547,511,0.0227737517676686,468,Wine
CHA_4.re,1098,3987,0.0879397870694555,482,0.0227737517676686,489,Wine
CHB_4.re,1095,3985,0.087939787069456,497,0.0227737517676686,488,Wine
CHC_4.re,1102,3986,0.0879398747951289,503,0.0227737517676686,478,Wine
CHD_3.re,1096,3999,0.0771015801617881,534,0.0,0,Wine
CHE_4.re,1104,3987,0.0879398747951283,488,0.0227737517676687,484,Wine
CHF_4.re,1096,3982,0.0879398747951289,483,0.0227737517676687,495,Wine
CHG_4.re,1080,3979,0.0,76,0.0,0,Bakery
CHH_4.re,1083,3984,0.077101633748445,504,0.0,0,Bakery
CHI_4.re,1088,3984,0.0767536361786809,491,0.0,0,Bakery
CHK_4.re,1076,3965,0.0771016635089228,502,0.0,0,Beer
CHL_4.re,1088,3985,0.0859565303278978,508,0.0227737517676686,481,Bakery
CHM_4.re,1096,3997,0.0879397870694551,490,0.0227737517676687,490,Bakery
CHN_4.re,1083,3973,0.0,22,0.0,0,Bakery
CHP_4.re,1083,3961,0.0,22,0.0,0,Bakery
CHQ_4.re,1085,3989,0.0771016337484454,497,0.0,0,Bakery
CHR_4.re,1080,3978,0.0,76,0.0,0,Human
CHS_4.re,1091,3982,0.0771016635089227,512,0.0,0,Human
CHT_4.re,1094,3983,0.0771016635089221,486,0.0,0,Human
CHV_4.re,1094,3982,0.0879397870694559,513,0.0227737517676687,459,Cider
CIA_4.re,1095,3984,0.0771016337484449,488,0.0,0,Industrial
CIB_4.re,1098,3985,0.0879397870694556,479,0.0227737517676686,474,Industrial
CIC_4.re,1088,3975,0.0879398747951287,511,0.0227737517676687,488,Human
CID_4.re,1083,3970,0.0,44,0.0,0,Human
CIE_4.re,1091,3982,0.0879398747951282,484,0.0227737517676686,459,Human
CIF_2.re,1086,3975,0.0879397870694559,492,0.0227737517676686,490,Human
CIG_2.re,1087,3973,0.0859565814493407,479,0.0227737517676688,440,Human
CIH_2.re,1090,3981,0.0771016337484447,495,0.0,0,Human
CII_2.re,1085,3967,0.0,68,0.0,0,Human
CIK_2.re,1082,3979,0.0,30,0.0,0,Human
CIL_2.re,1089,3977,0.0879398747951292,482,0.0227737517676686,482,Human
CIM_2.re,1099,3987,0.0879398747951282,484,0.0227737517676687,497,Human
CIN_2.re,1102,3984,0.0879398747951289,473,0.0227737517676687,457,Human
CIP_2.re,1098,3987,0.0879398747951282,484,0.0227737517676687,497,Human
CIQ_2.re,1098,3983,0.0879398747951286,485,0.0227737517676687,480,Human
CIR_3.re,1100,3986,0.0879398429364087,499,0.0227737517676687,471,Human
CIS_3.re,1101,3988,0.0879397870694559,494,0.0227737517676686,458,Human
CIT_3.re,1097,3983,0.0879397870694559,491,0.0227737517676687,492,Human
CIV_3.re,1098,3984,0.0879397870694544,509,0.0227737517676687,463,Human
CKA_3.re,1093,3973,0.087897303594094,518,0.0227473056289699,474,Human
CKB_3.re,1098,3981,0.0879398747951281,483,0.0227737517676687,483,Human
CKC_3.re,1098,3984,0.0879398747951289,473,0.0227737517676687,457,Human
CKD_3.re,1098,3985,0.0879397870694553,475,0.0227737517676686,449,Human
CKE_3.re,1099,3987,0.0879398747951289,515,0.0227737517676686,485,Human
CKF_3.re,1098,3983,0.0879397870694559,491,0.0227737517676687,492,Human
CKG_4.re,1098,3986,0.087939874795127,460,0.0227737517676686,480,Wild
CKH_4.re,1094,3983,0.0771016635089226,495,0.0,0,Industrial
CKI_4.re,1098,3987,0.0879398747951282,484,0.0227737517676687,497,Human
CKL_4.re,1099,3985,0.0879398747951286,494,0.0227737517676687,486,Human
CKM_4.re,1099,3987,0.0879398747951282,484,0.0227737517676687,497,Human
CKN_4.re,1085,3978,0.0771016635089227,511,0.0,0,Human
CKP_4.re,1098,3985,0.0879398747951286,494,0.0227737517676687,486,Human
CKQ_4.re,1097,3982,0.0879398429364091,505,0.0227737517676686,463,Human
CKR_1.re,1098,3994,0.0879397870694557,487,0.0227737517676686,451,Human
CKT_5.re,1098,3981,0.0879398747951281,483,0.0227737517676687,483,Human
CKV_5.re,1083,3978,0.0771016635089225,494,0.0,0,Human
CLB_5.re,1096,3985,0.0879397870694552,514,0.0227737517676688,486,Wild
CLC_4.re,1096,3985,0.0879397870694562,501,0.0227737517676686,454,Wild
CLD_5.re,1095,3983,0.0879398747951289,474,0.0227737517676687,488,Wild
CLG_4.re,1085,3991,0.0,74,0.0,0,Human
CLH_4.re,1106,3988,0.0879397870694559,517,0.0227737517676686,488,Wine
CLI_4.re,1093,3981,0.0879398747951275,501,0.0227737517676686,469,Sake
CLK_4.re,1092,3980,0.0879397870694559,488,0.0227737517676685,450,Sake
CLL_4.re,1092,3981,0.0879397870694551,520,0.0227737517676686,479,Sake
CLM_4.re,1092,3984,0.0879397870694559,490,0.0227737517676687,495,Sake
CLN_4.re,1088,3982,0.0771016337484447,492,0.0,0,Sake
CLP_4.re,1093,3983,0.0879398747951285,495,0.0227737517676686,458,Sake
CLQ_4.re,1092,3983,0.0879398747951284,473,0.0227737517676686,464,Sake
CLR_4.re,1096,3985,0.0879397870694567,487,0.0227737517676686,485,Sake
CLS_4.re,1092,3980,0.0879397870694559,488,0.0227737517676685,450,Sake
CLT_5.re,1097,3985,0.0879397870694567,487,0.0227737517676686,485,Sake
CLV_5.re,1096,3985,0.0879397870694567,487,0.0227737517676686,485,Sake
CMB_6.re,1092,3980,0.0879397870694551,505,0.0227737517676687,492,Sake
CMC_6.re,1093,3983,0.0879398747951285,495,0.0227737517676686,458,Sake
CMD_6.re,1094,3984,0.0879398747951284,479,0.0227737517676686,469,Sake
CME_6.re,1092,3981,0.0879397870694551,520,0.0227737517676686,479,Sake
CMF_6.re,1095,3984,0.0879397870694559,515,0.0227737517676686,480,Sake
CMH_6.re,1089,3981,0.0879397870694558,511,0.0227737517676687,464,Sake
CMI_6.re,1087,3978,0.0879398747951289,464,0.0227737517676686,463,Sake
CMK_6.re,1093,3984,0.0879398747951286,455,0.0227737517676686,461,Sake
CML_8.re,1092,3984,0.0879397870694567,487,0.0227737517676687,476,Sake
CMM_8.re,1095,3984,0.0879397870694567,487,0.0227737517676687,476,Sake
CMN_8.re,1092,3983,0.0879398747951286,485,0.0227737517676686,484,Sake
CMP_8.re,1095,3990,0.0879397870694555,490,0.0227737517676687,470,Wild
CMQ_8.re,1100,3996,0.0879398747951289,488,0.0227737517676687,474,Wild
CMS_8.re,1096,3984,0.0879398747951289,487,0.0227737517676687,468,Wild
CMT_8.re,1091,3981,0.0879398747951298,506,0.0227737517676686,455,Bioethanol
CNB_4.re,1084,3977,0.0,21,0.0,0,Bioethanol
CNC_4.re,1084,3978,0.0771016337484447,506,0.0,0,Bioethanol
CNE_4.re,1087,3981,0.0771016635089225,505,0.0,0,Bioethanol
CNF_4.re,1091,3981,0.0879398747951292,490,0.0227737517676687,458,Bioethanol
CNG_4.re,1092,3981,0.0879398747951289,489,0.0227737517676687,463,Bioethanol
CNH_4.re,1090,3979,0.0879398747951286,489,0.0227737517676687,470,Bioethanol
CNI_4.re,1083,3970,0.0879398747951289,506,0.0227737517676686,466,Bioethanol
CNK_4.re,1088,3975,0.0770630687892239,540,0.0,0,Bioethanol
CNL_4.re,1083,3977,0.0879398747951281,484,0.0227737517676687,478,Bioethanol
CNM_1.re,1085,3976,0.0878973912350268,505,0.0227473056289702,459,Bioethanol
CNN_1.re,1086,3982,0.0879397870694556,505,0.0227737517676686,474,Bioethanol
CNP_1.re,1095,3981,0.0,49,0.0,0,Bioethanol
CNQ_1.re,1086,3972,0.0771016635089221,511,0.0,0,Bioethanol
CNR_1.re,1086,3962,0.0,52,0.0,0,Bioethanol
CNS_4.re,1085,3983,0.0771016635089227,497,0.0,0,Bioethanol
CNT_4.re,1087,3983,0.0771016635089227,497,0.0,0,Bioethanol
CNV_4.re,1095,3990,0.0,58,0.0,129,Bioethanol
CPA_4.re,1094,3983,0.0879398747951283,494,0.0227737517676687,487,Wild
CPB_4.re,1094,3983,0.0879398429364085,481,0.0227737517676687,482,Beer
CPC_4.re,1088,3979,0.0,39,0.0,0,Wild
CPD_4.re,1088,3984,0.0879398426798096,497,0.0227737517676687,459,Beer
CPE_1.re,1094,3981,0.0879397870694555,499,0.0227737517676687,455,Unknown
CPF_1.re,1091,3982,0.0771016337484443,521,0.0,0,Unknown
CPG_1.re,1096,3996,0.0771016337484447,486,0.0,0,Wild
CPI_4.re,1091,3981,0.0879398747951283,469,0.0227737517676686,460,Distillery
CPK_4.re,1089,3981,0.0771016337484445,519,0.0,0,Distillery
CPL_4.re,1087,3980,0.0771016635089226,496,0.0,0,Distillery
CPM_4.re,1091,3979,0.0879397870694549,515,0.0227737517676687,479,Distillery
CPN_4.re,1087,3983,0.0879398747951287,469,0.0227737517676686,456,Distillery
CPQ_4.re,1089,3983,0.0879397870694548,500,0.0227737517676686,466,Distillery
CPR_4.re,1086,3980,0.0879398747951289,498,0.0227737517676687,471,Distillery
CPS_4.re,1085,3974,0.0771016635089227,490,0.0,0,Wine
CPT_4.re,1088,3977,0.0879397870694552,497,0.0227737517676686,473,Wine
CQA_6.re,1091,3982,0.0879398747951289,465,0.0227737517676687,475,Wine
CQB_6.re,1088,3975,0.0879398747951284,503,0.0227737517676687,444,Wine
CQC_6.re,1097,3983,0.0879398747951284,508,0.0227737517676687,458,Fermentation
CQD_6.re,1100,3989,0.0879397870694552,506,0.0227737517676686,454,Fermentation
CQE_6.re,1095,3976,0.0879398747951289,471,0.0227737517676687,446,Fermentation
CQF_6.re,1098,3979,0.0879397870694552,513,0.0227737517676686,466,Fermentation
CQG_6.re,1098,3987,0.0879398747951289,491,0.0227737517676686,481,Fermentation
CQH_6.re,1090,3975,0.0879398747951285,457,0.0227737517676686,459,Fermentation
CQI_6.re,1092,3975,0.0878973912350267,508,0.02274730562897,479,Fermentation
CQK_4.re,1097,3982,0.0771016635089228,505,0.0,0,Fermentation
CQL_4.re,1087,3973,0.0858108916818862,476,0.0167572254872928,474,Fermentation
CQM_4.re,1091,3978,0.0771016635089227,467,0.0,0,Fermentation
CQN_4.re,1095,3984,0.0771016337484445,495,0.0,0,Fermentation
CQP_4.re,1097,3987,0.0879398747951289,491,0.0227737517676686,481,Fermentation
CQQ_4.re,1094,3984,0.0879397870694567,487,0.0227737517676687,476,Sake
CQR_4.re,1090,3979,0.0858108611027384,512,0.0167572254872931,454,Sake
CQS_4.re,1101,3997,0.0771016337484447,499,0.0,0,Wild
CQT_4.re,1095,3987,0.077101633748445,525,0.0,0,Wine
CQV_4.re,1102,3986,0.0879398747951278,458,0.0227737517676687,474,Wine
CRA_2.re,1100,3985,0.0879398747951286,461,0.0227737517676686,484,Wine
CRB_2.re,1100,3985,0.0879398429364088,468,0.0227737517676686,490,Wine
CRC_2.re,1099,3987,0.0771016337484446,477,0.0,0,Wine
CRD_2.re,1100,3984,0.0879397870694555,491,0.0227737517676688,444,Wine
CRE_2.re,1078,3966,0.0,54,0.0,0,Insect
CRG_2.re,1101,3989,0.0879398429364098,510,0.0227737517676687,452,Wine
CRH_2.re,1107,3991,0.0879398747951286,470,0.0227737517676686,493,Wine
CRI_2.re,1097,3983,0.0879398429364095,489,0.0227737517676687,457,Wine
CRK_2.re,1098,3986,0.0771016337484445,498,0.0,0,Wine
CRL_.re,1101,3988,0.0879397870694559,494,0.0227737517676686,458,Wine
GAL.re,1090,3977,0.0879398747951289,498,0.0227737517676687,482,Lab
GAP.re,1096,3986,0.0771016337484445,513,0.0,0,Beer
GAS.re,1096,3986,0.0879398747951287,496,0.0227737517676686,466,Wild
GAT.re,1095,3993,0.0879397870694561,525,0.0227737517676687,473,Wild
GAV.re,1097,3986,0.0,38,0.0,94,Lab
GCA_000151485.1_ASM15148v1_genomic,1098,3985,0.0,55,0.0,0,Unknown
GCA_000181435.1_ASM18143v1_genomic,1097,3985,0.0879398747951287,492,0.0227737517676686,459,Unknown
GCA_000182315.2_ASM18231v2_genomic,1086,3978,0.0730116418386718,507,0.0,0,Unknown
GCA_000260735.1_K7_1.0_genomic,1097,3985,0.0879397870694556,477,0.0227737517676687,469,Unknown
GCA_000275665.1_YJSH1_1.0_genomic,1097,3999,0.0879397870694559,518,0.0227737517676686,474,Unknown
GCA_000308935.1_ZTW1_genomic,1096,3985,0.0879397870694553,496,0.0227737517676686,489,Unknown
GCA_000365045.1_Saccharomyces_cerevisiae_M3707_v1.0_genomic,1181,4024,0.0879398747951289,472,0.0227737517676687,454,Wine
GCA_000365065.1_Saccharomyces_cerevisiae_M3836_v1.0_genomic,1182,4020,0.0745947577077028,502,0.0216423732272991,482,Wine
GCA_000365085.1_Saccharomyces_cerevisiae_M3837_v1.0_genomic,1182,4024,0.0879398747951289,472,0.0227737517676687,454,Wine
GCA_000365105.1_Saccharomyces_cerevisiae_M3838_v1.0_genomic,1186,4025,0.0879398747951281,509,0.0227737517676686,471,Wine
GCA_000365125.1_Saccharomyces_cerevisiae_M3839_v1.0_genomic,1183,4024,0.0879398747951289,472,0.0227737517676687,454,Wine
GCA_000416405.1_S._cerevisiae_NY1308_genomic,1092,3980,0.0879398747951289,467,0.0227737517676687,482,Unknown
GCA_000508805.2_ScNAM34-4C_assembly01_genomic,1094,3988,0.0879397870694553,501,0.0227737517676687,489,Unknown
GCA_000508825.2_ScIR-2_assembly01_genomic,1080,3965,0.0,30,0.0,0,Unknown
GCA_000568005.1_R008_genomic,1097,3996,0.0879398747951289,483,0.0227737517676686,478,Wild
GCA_000662435.2_Sc_YJM993_v1_genomic,1097,3983,0.0879397870694559,488,0.0227737517676687,469,Human
GCA_000723645.1_ZhangWP_SECN85_genomic,1094,3983,0.0879398747951276,469,0.0227737517676686,486,Unknown
GCA_000733235.3_ASM73323v3_genomic,1094,3979,0.0,36,0.0,0,Distillery
GCA_000766165.2_ASM76616v2_genomic,1083,3975,0.0,95,0.0,32,Bakery
GCA_000766175.2_ASM76617v2_genomic,1089,3981,0.0879398747951286,481,0.0227737517676686,456,Wild
GCA_000766185.2_ASM76618v2_genomic,1091,3984,0.0771016337484443,476,0.0,0,Human
GCA_000766265.2_ASM76626v2_genomic,1082,3972,0.0771016635089228,494,0.0,0,Lab
GCA_000766305.2_ASM76630v2_genomic,1079,3975,0.0730115626792678,482,0.0,0,Bakery
GCA_000766315.2_ASM76631v2_genomic,1095,3981,0.0879398747951285,508,0.0227737517676687,486,Wine
GCA_000766375.2_ASM76637v2_genomic,1098,3982,0.0,33,0.0,0,Lab
GCA_000766395.2_ASM76639v2_genomic,1094,3983,0.0771016635089222,504,0.0,0,Lab
GCA_000766415.2_ASM76641v2_genomic,1088,3976,0.0,65,0.0,0,Lab
GCA_000766455.2_ASM76645v2_genomic,1095,3989,0.0,71,0.0,0,Lab
GCA_000766495.2_ASM76649v2_genomic,1088,3981,0.0,101,0.0,0,Lab
GCA_000766515.2_ASM76651v2_genomic,1093,3996,0.0771016337484442,504,0.0,0,Lab
GCA_000766535.2_ASM76653v2_genomic,1092,3978,0.0771016635089228,487,0.0,0,Lab
GCA_000766555.2_ASM76655v2_genomic,1095,3994,0.0879398747951281,488,0.0227737517676687,450,Lab
GCA_000766575.2_ASM76657v2_genomic,1090,3973,0.0,40,0.0,0,Lab
GCA_000766595.2_ASM76659v2_genomic,1092,3975,0.0,147,0.0,98,Lab
GCA_000766615.2_ASM76661v2_genomic,1097,3985,0.0879398747951284,475,0.0227737517676686,496,Wine
GCA_000766635.2_ASM76663v2_genomic,1091,3981,0.0,53,0.0,0,Wine
GCA_000767965.1_ASM76796v1_genomic,1091,3983,0.0879398747951282,481,0.0227737517676687,449,Sake
GCA_000773925.1_ASM77392v1_genomic,1103,3989,0.0,90,0.0,45,Unknown
GCA_000775555.1_ASM77555v1_genomic,1076,3966,0.0,47,0.0,72,Unknown
GCA_000975585.2_Sc_YJM195_v1_genomic,1096,3984,0.0879398747951289,498,0.0227737517676687,447,Wine
GCA_000975615.2_Sc_YJM244_v1_genomic,1091,3971,0.0314286502227484,498,0.0227737517676686,486,Human
GCA_000975645.3_Sc_YJM1078_v1_genomic,1095,3995,0.0879398747951282,475,0.0227737517676686,464,Human
GCA_000975675.2_Sc_YJM1083_v1_genomic,1097,3985,0.0879397870694555,496,0.0227737517676686,454,Human
GCA_000975705.2_Sc_YJM1129_v1_genomic,1103,3989,0.087939874795128,497,0.0227737517676686,475,Distillery
GCA_000975735.4_Sc_YJM189_v1_genomic,1108,3992,0.0879398747951275,505,0.0227737517676686,481,Distillery
GCA_000975765.2_Sc_YJM193_v1_genomic,1094,3986,0.0879398747951283,500,0.0227737517676686,490,Distillery
GCA_000975795.2_Sc_YJM248_v1_genomic,1097,3997,0.0879398747951281,493,0.0227737517676686,484,Human
GCA_000975825.2_Sc_YJM270_v1_genomic,1096,3986,0.0879398747951283,500,0.0227737517676686,490,Wine
GCA_000975855.3_Sc_YJM271_v1_genomic,1085,3974,0.0314286376512619,512,0.0227737517676686,475,Beer
GCA_000975915.2_Sc_YJM326_v1_genomic,1097,3989,0.0,53,0.0,0,Human
GCA_000975945.2_Sc_YJM428_v1_genomic,1099,3987,0.0,174,0.0,135,Human
GCA_000975975.3_Sc_YJM450_v1_genomic,1100,3988,0.0879397870694559,494,0.0227737517676686,458,Human
GCA_000976005.2_Sc_YJM451_v1_genomic,1083,3918,0.0,39,0.0,130,Human
GCA_000976035.2_Sc_YJM453_v1_genomic,1095,3988,0.0879397870694559,494,0.0227737517676686,458,Human
GCA_000976065.2_Sc_YJM456_v1_genomic,1098,3985,0.0879398747951285,464,0.0227737517676687,441,Human
GCA_000976095.2_Sc_YJM470_v1_genomic,1099,3999,0.0879397870694559,518,0.0227737517676686,474,Human
GCA_000976125.2_Sc_YJM541_v1_genomic,1099,3989,0.087939874795128,497,0.0227737517676686,475,Human
GCA_000976155.4_Sc_YJM554_v1_genomic,1102,3990,0.0879398747951288,487,0.0227737517676687,482,Human
GCA_000976185.2_Sc_YJM555_v1_genomic,1106,3990,0.0879397870694557,501,0.0227737517676686,487,Human
GCA_000976215.2_Sc_YJM627_v1_genomic,1092,3969,0.0,123,0.0227737517676686,493,Lab
GCA_000976245.2_Sc_YJM681_v1_genomic,1095,3998,0.0879398747951276,484,0.0227737517676686,455,Human
GCA_000976275.4_Sc_YJM682_v1_genomic,1095,3988,0.0879397870694559,494,0.0227737517676686,458,Human
GCA_000976305.2_Sc_YJM683_v1_genomic,1098,3990,0.0879398747951288,487,0.0227737517676687,482,Human
GCA_000976335.2_Sc_YJM689_v1_genomic,1096,3794,0.0879398429364095,475,0.0227737517676687,472,Human
GCA_000976365.2_Sc_YJM693_v1_genomic,1099,3990,0.0879398429364095,483,0.0227737517676688,486,Human
GCA_000976395.2_Sc_YJM969_v1_genomic,1096,3983,0.0879397870694559,488,0.0227737517676687,469,Human
GCA_000976425.2_Sc_YJM972_v1_genomic,1099,3986,0.087939874795128,503,0.0227737517676686,470,Human
GCA_000976515.2_Sc_YJM981_v1_genomic,1099,3986,0.087939874795128,503,0.0227737517676686,470,Human
GCA_000976545.2_Sc_YJM984_v1_genomic,1097,3986,0.087939874795128,503,0.0227737517676686,470,Human
GCA_000976575.4_Sc_YJM987_v1_genomic,1098,3986,0.087939874795128,503,0.0227737517676686,470,Human
GCA_000976605.3_Sc_YJM990_v1_genomic,1080,3946,0.0,121,0.0,137,Human
GCA_000976665.2_Sc_YJM996_v1_genomic,1098,3983,0.0879397870694559,488,0.0227737517676687,469,Human
GCA_000976695.3_Sc_YJM1133_v1_genomic,1084,3949,0.0,20,0.0,0,Human
GCA_000976725.3_Sc_YJM1190_v1_genomic,1101,3989,0.087939874795128,497,0.0227737517676686,475,Human
GCA_000976755.2_Sc_YJM1199_v1_genomic,1099,3988,0.0879398747951289,490,0.0227737517676686,458,Human
GCA_000977085.2_Sc_YJM1311_v1_genomic,1100,3987,0.0879397870694552,496,0.0227737517676686,468,Human
GCA_000977115.3_Sc_YJM1326_v1_genomic,1100,3989,0.087939874795128,497,0.0227737517676686,475,Human
GCA_000977145.2_Sc_YJM1332_v1_genomic,1098,3989,0.087939874795128,497,0.0227737517676686,475,Wine
GCA_000977175.3_Sc_YJM1336_v1_genomic,1099,3985,0.0879397870694559,504,0.0227737517676686,481,Wine
GCA_000977205.2_Sc_YJM1338_v1_genomic,1099,3989,0.087939874795128,497,0.0227737517676686,475,Wild
GCA_000977235.2_Sc_YJM1341_v1_genomic,1099,3996,0.0879397870694556,487,0.0227737517676686,471,Wine
GCA_000977265.3_Sc_YJM1342_v1_genomic,1098,3998,0.0,25,0.0,91,Wild
GCA_000977295.2_Sc_YJM1355_v1_genomic,1100,3986,0.0879398429364092,501,0.0227737517676686,478,Wild
GCA_000977325.2_Sc_YJM1356_v1_genomic,1099,3988,0.0879397870694552,506,0.0227737517676688,452,Cider
GCA_000977355.3_Sc_YJM1381_v1_genomic,1099,3988,0.0879397870694559,494,0.0227737517676686,458,Fermentation
GCA_000977385.2_Sc_YJM1383_v1_genomic,1105,3991,0.0879398747951289,494,0.0227737517676686,473,Wild
GCA_000977415.2_Sc_YJM1385_v1_genomic,1103,3989,0.0879397870694556,495,0.0227737517676686,461,Industrial
GCA_000977445.2_Sc_YJM1386_v1_genomic,1098,3986,0.0879397870694559,483,0.0227737517676687,480,Wild
GCA_000977475.3_Sc_YJM1387_v1_genomic,1101,3990,0.0879397870694554,513,0.0227737517676686,460,Wine
GCA_000977505.2_Sc_YJM1388_v1_genomic,1095,3987,0.0879397870694559,479,0.0227737517676686,472,Fermentation
GCA_000977535.2_Sc_YJM1389_v1_genomic,1092,3987,0.0879398747951282,484,0.0227737517676687,497,Industrial
GCA_000977565.2_Sc_YJM1399_v1_genomic,1102,3987,0.0879397870694554,504,0.0227737517676686,493,Wild
GCA_000977595.2_Sc_YJM1400_v1_genomic,1098,3985,0.0879397870694558,488,0.0227737517676687,477,Wild
GCA_000977625.2_Sc_YJM1401_v1_genomic,1097,3985,0.0879397870694553,488,0.0227737517676687,465,Wild
GCA_000977655.2_Sc_YJM1402_v1_genomic,1100,3986,0.0879398429364092,468,0.0227737517676687,472,Wild
GCA_000977685.2_Sc_YJM1415_v1_genomic,1103,3990,0.0879398747951284,505,0.0227737517676687,462,Wine
GCA_000977715.4_Sc_YJM1417_v1_genomic,1100,3988,0.0879397870694552,506,0.0227737517676688,452,Unknown
GCA_000977745.2_Sc_YJM1418_v1_genomic,1099,3987,0.0879398747951279,462,0.0227737517676687,493,Wild
GCA_000977775.3_Sc_YJM1419_v1_genomic,1098,3989,0.087939874795128,497,0.0227737517676686,475,Wild
GCA_000977805.2_Sc_YJM1433_v1_genomic,1097,3989,0.0879398747951289,465,0.0227737517676687,488,Wine
GCA_000977835.2_Sc_YJM1434_v1_genomic,1099,3988,0.0879398747951279,462,0.0227737517676687,493,Wild
GCA_000977865.2_Sc_YJM1439_v1_genomic,1095,3982,0.0,52,0.0227737517676686,480,Beer
GCA_000977895.2_Sc_YJM1443_v1_genomic,1087,3972,0.0,126,0.0227737517676686,475,Wild
GCA_000977925.2_Sc_YJM1444_v1_genomic,1088,3992,0.0879398666608967,466,0.0227737517676687,477,Wild
GCA_000977955.2_Sc_YJM1447_v1_genomic,1097,3988,0.0,114,0.0227737517676685,475,Wild
GCA_000977985.2_Sc_YJM1450_v1_genomic,1089,3960,0.0,50,0.0,0,Human
GCA_000978015.2_Sc_YJM1460_v1_genomic,1087,3962,0.0,20,0.0,0,Wine
GCA_000978045.2_Sc_YJM1463_v1_genomic,1102,3989,0.087939874795128,497,0.0227737517676686,475,Unknown
GCA_000978075.3_Sc_YJM1477_v1_genomic,1098,3985,0.0879398747951289,498,0.0227737517676687,477,Beer
GCA_000978105.2_Sc_YJM1478_v1_genomic,1104,3991,0.0879398747951275,505,0.0227737517676686,481,Fermentation
GCA_000978135.2_Sc_YJM1479_v1_genomic,1097,3984,0.0879398747951286,466,0.0227737517676687,458,Wild
GCA_000978165.2_Sc_YJM1526_v1_genomic,1103,3989,0.087939874795128,497,0.0227737517676686,475,Human
GCA_000978195.2_Sc_YJM1527_v1_genomic,1098,3989,0.087939874795128,497,0.0227737517676686,475,Wild
GCA_000978225.2_Sc_YJM1549_v1_genomic,1100,3990,0.0879397870694555,472,0.0227737517676687,466,Fermentation
GCA_000978255.2_Sc_YJM1573_v1_genomic,1098,3986,0.0879398429364092,468,0.0227737517676687,472,Fermentation
GCA_000978285.2_Sc_YJM1574_v1_genomic,1088,3973,0.0,36,0.0,0,Wine
GCA_000978315.2_Sc_YJM1592_v1_genomic,1090,3985,0.087939874795128,483,0.0227737517676687,467,Industrial
GCA_001006245.1_ScSp60_v1_genomic,1092,3984,0.0858108613470649,499,0.016757225487293,474,Unknown
GCA_001029075.1_ASM102907v1_genomic,1095,3980,0.0879398747951279,486,0.0227737517676687,450,Unknown
GCA_001051215.1_ASM105121v1_genomic,1101,3987,0.0,22,0.0,100,Unknown
GCA_001078085.1_ASM107808v1_genomic,1088,3986,0.0,119,0.0,49,Unknown
GCA_001282415.1_Y-12632v1_genomic,1072,3969,,515,0.0,0,Wild
GCA_001578265.1_S.cerevisiae-74-D694-2.0_genomic,1064,3947,0.0,22,0.0,0,Unknown
GCA_001592655.1_ASM159265v1_genomic,1096,3983,0.0879398429364092,503,0.0227737517676686,466,Unknown
GCA_001634645.1_GLBRCY22-3_genomic,1105,4002,0.0879397870694554,519,0.0227737517676686,448,Unknown
GCA_001669875.1_ASM166987v1_genomic,1094,3982,0.0859566115908288,467,0.0227737517676687,449,Wine
GCA_001669905.1_ASM166990v1_genomic,1094,3983,0.0879398747951289,482,0.0227737517676687,469,Wine
GCA_001669935.1_ASM166993v1_genomic,1094,3983,0.0859565303278977,480,0.0227737517676686,491,Wine
GCA_001669965.1_ASM166996v1_genomic,1093,3981,0.0879398747951281,485,0.0227737517676686,474,Wine
GCA_001669995.1_ASM166999v1_genomic,1092,3984,0.0879398429364095,513,0.0227737517676686,461,Soil
GCA_001670025.1_ASM167002v1_genomic,1096,3983,0.0879397870694563,509,0.0227737517676688,470,Wine
GCA_001670055.1_ASM167005v1_genomic,1093,3981,0.0859566115908292,467,0.0227737517676687,482,Wine
GCA_001670085.1_ASM167008v1_genomic,1092,3964,0.087939874795128,502,0.0227737517676687,483,Wine
GCA_001670115.1_ASM167011v1_genomic,1092,3977,0.0879397870694556,517,0.0227737517676687,464,Wine
GCA_001670145.1_ASM167014v1_genomic,1092,3982,0.0879397870694556,484,0.0227737517676687,454,Wine
GCA_001670175.1_ASM167017v1_genomic,1090,3975,0.0859565303278975,482,0.0227737517676687,472,Soil
GCA_001670205.1_ASM167020v1_genomic,1094,3983,0.0879397870694563,509,0.0227737517676688,470,Wine
GCA_001670235.1_ASM167023v1_genomic,1095,3982,0.0879398747951289,477,0.0227737517676686,488,Wine
GCA_001670265.1_ASM167026v1_genomic,1091,3976,0.0879397870694555,496,0.0227737517676687,482,Wine
GCA_001670295.1_ASM167029v1_genomic,1092,3980,0.0859566115908294,503,0.0227737517676686,476,Wine
