file                                                             format  type     num_seqs    sum_len  min_len  avg_len  max_len
GCA_017867205.1_ASM1786720v1_genomic.fa                          FASTA   Protein     5,579  2,665,685       31    477.8    4,910
GCA_017867255.1_ASM1786725v1_genomic.fa                          FASTA   Protein     5,682  2,714,583       32    477.8    4,903
GCA_017867285.1_ASM1786728v1_genomic.fa                          FASTA   Protein     5,656  2,705,840       31    478.4    4,903
GCA_017867295.1_ASM1786729v1_genomic.fa                          FASTA   Protein     5,695  2,723,681       31    478.3    4,903
GCA_017867305.1_ASM1786730v1_genomic.fa                          FASTA   Protein     5,632  2,696,419       32    478.8    4,910
GCA_017867515.1_ASM1786751v1_genomic.fa                          FASTA   Protein     5,703  2,724,007       31    477.6    4,903
GCA_017867525.1_ASM1786752v1_genomic.fa                          FASTA   Protein     5,706  2,729,774       31    478.4    4,903
GCA_017867555.1_ASM1786755v1_genomic.fa                          FASTA   Protein     5,550  2,663,565       31    479.9    4,910
GCA_017867585.1_ASM1786758v1_genomic.fa                          FASTA   Protein     5,494  2,648,425       31    482.1    4,903
GCA_017867595.1_ASM1786759v1_genomic.fa                          FASTA   Protein     5,657  2,698,402       31      477    4,910
GCA_017867735.1_ASM1786773v1_genomic.fa                          FASTA   Protein     5,652  2,714,256       31    480.2    4,910
GCA_017867755.1_ASM1786775v1_genomic.fa                          FASTA   Protein     5,633  2,696,901       31    478.8    4,903
GCA_017867835.1_ASM1786783v1_genomic.fa                          FASTA   Protein     5,654  2,699,597       31    477.5    4,903
GCA_017867885.1_ASM1786788v1_genomic.fa                          FASTA   Protein     5,615  2,695,356       31      480    4,903
GCA_017867915.1_ASM1786791v1_genomic.fa                          FASTA   Protein     5,650  2,695,769       31    477.1    4,903
GCA_017867955.1_ASM1786795v1_genomic.fa                          FASTA   Protein     5,692  2,720,498       31      478    4,910
GCA_017867995.1_ASM1786799v1_genomic.fa                          FASTA   Protein     5,732  2,729,431       31    476.2    4,910
GCA_017868025.1_ASM1786802v1_genomic.fa                          FASTA   Protein     5,441  2,619,969       31    481.5    4,910
GCA_017868065.1_ASM1786806v1_genomic.fa                          FASTA   Protein     5,551  2,662,771       31    479.7    4,910
GCA_017868075.1_ASM1786807v1_genomic.fa                          FASTA   Protein     5,438  2,613,734       31    480.6    4,910
GCA_017868145.1_ASM1786814v1_genomic.fa                          FASTA   Protein     5,143  2,494,070       31    484.9    4,903
GCA_017868155.1_ASM1786815v1_genomic.fa                          FASTA   Protein     5,457  2,623,922       31    480.8    4,910
GCA_017868165.1_ASM1786816v1_genomic.fa                          FASTA   Protein     5,437  2,613,778       31    480.7    4,910
GCA_017868175.1_ASM1786817v1_genomic.fa                          FASTA   Protein     5,174  2,509,108       31    484.9    4,910
GCA_017868185.1_ASM1786818v1_genomic.fa                          FASTA   Protein     5,430  2,615,093       31    481.6    4,910
GCA_017868345.1_ASM1786834v1_genomic.fa                          FASTA   Protein     5,419  2,612,693       31    482.1    4,910
GCA_017868355.1_ASM1786835v1_genomic.fa                          FASTA   Protein     5,441  2,614,056       31    480.4    4,910
GCA_017868485.1_ASM1786848v1_genomic.fa                          FASTA   Protein     5,634  2,690,795       31    477.6    4,910
GCA_017868655.1_ASM1786865v1_genomic.fa                          FASTA   Protein     5,643  2,695,584       31    477.7    4,910
GCA_017868835.1_ASM1786883v1_genomic.fa                          FASTA   Protein     5,295  2,551,279       31    481.8    4,910
GCA_017868915.1_ASM1786891v1_genomic.fa                          FASTA   Protein     5,480  2,643,000       31    482.3    4,910
GCA_017868925.1_ASM1786892v1_genomic.fa                          FASTA   Protein     5,640  2,693,024       31    477.5    4,910
GCA_017868975.1_ASM1786897v1_genomic.fa                          FASTA   Protein     5,642  2,699,033       31    478.4    4,910
GCA_017869095.1_ASM1786909v1_genomic.fa                          FASTA   Protein     5,680  2,714,657       31    477.9    4,903
GCA_017869105.1_ASM1786910v1_genomic.fa                          FASTA   Protein     5,659  2,700,284       31    477.2    4,910
GCA_017869165.1_ASM1786916v1_genomic.fa                          FASTA   Protein     5,647  2,706,775       31    479.3    4,903
GCA_017869305.1_ASM1786930v1_genomic.fa                          FASTA   Protein     5,556  2,667,724       31    480.2    4,910
GCA_017869315.1_ASM1786931v1_genomic.fa                          FASTA   Protein     5,315  2,560,790       31    481.8    4,910
GCA_017869325.1_ASM1786932v1_genomic.fa                          FASTA   Protein     5,666  2,707,638       31    477.9    4,903
GCA_017869335.1_ASM1786933v1_genomic.fa                          FASTA   Protein     5,620  2,694,786       31    479.5    4,910
GCA_017869405.1_ASM1786940v1_genomic.fa                          FASTA   Protein     5,526  2,660,991       31    481.5    4,910
GCA_017869445.1_ASM1786944v1_genomic.fa                          FASTA   Protein     5,707  2,721,766       31    476.9    4,910
GCA_017869495.1_ASM1786949v1_genomic.fa                          FASTA   Protein     5,601  2,691,493       31    480.5    4,910
GCA_017869545.1_ASM1786954v1_genomic.fa                          FASTA   Protein     5,625  2,702,538       31    480.5    4,910
GCA_017869555.1_ASM1786955v1_genomic.fa                          FASTA   Protein     5,354  2,576,410       31    481.2    4,910
GCA_017869615.1_ASM1786961v1_genomic.fa                          FASTA   Protein     5,694  2,718,067       31    477.4    4,910
GCA_017869625.1_ASM1786962v1_genomic.fa                          FASTA   Protein     5,561  2,664,599       32    479.2    4,910
GCA_017869635.1_ASM1786963v1_genomic.fa                          FASTA   Protein     5,629  2,701,684       31      480    4,910
GCA_017869715.1_ASM1786971v1_genomic.fa                          FASTA   Protein     5,567  2,658,748       31    477.6    4,910
GCA_017869735.1_ASM1786973v1_genomic.fa                          FASTA   Protein     5,711  2,727,201       31    477.5    4,910
GCA_017869745.1_ASM1786974v1_genomic.fa                          FASTA   Protein     5,555  2,667,481       31    480.2    4,910
GCA_017869765.1_ASM1786976v1_genomic.fa                          FASTA   Protein     5,698  2,720,505       31    477.4    4,910
GCA_017869795.1_ASM1786979v1_genomic.fa                          FASTA   Protein     5,670  2,709,719       31    477.9    4,903
GCA_017869965.1_ASM1786996v1_genomic.fa                          FASTA   Protein     5,501  2,634,747       31      479    4,910
GCA_017869985.1_ASM1786998v1_genomic.fa                          FASTA   Protein     5,506  2,648,578       31      481    4,910
GCA_017870085.1_ASM1787008v1_genomic.fa                          FASTA   Protein     5,520  2,652,381       31    480.5    4,910
GCA_017870115.1_ASM1787011v1_genomic.fa                          FASTA   Protein     5,627  2,689,890       31      478    4,910
GCA_017870125.1_ASM1787012v1_genomic.fa                          FASTA   Protein     5,629  2,693,348       31    478.5    4,910
GCA_017870425.1_ASM1787042v1_genomic.fa                          FASTA   Protein     5,633  2,694,273       31    478.3    4,910
GCA_017870435.1_ASM1787043v1_genomic.fa                          FASTA   Protein     5,534  2,650,945       31      479    4,910
GCA_017870445.1_ASM1787044v1_genomic.fa                          FASTA   Protein     5,405  2,603,436       31    481.7    4,910
GCA_017870455.1_ASM1787045v1_genomic.fa                          FASTA   Protein     5,503  2,641,652       31      480    4,910
GCA_017870595.1_ASM1787059v1_genomic.fa                          FASTA   Protein     5,586  2,665,755       31    477.2    4,910
GCA_017870715.1_ASM1787071v1_genomic.fa                          FASTA   Protein     5,555  2,665,363       31    479.8    4,910
GCA_017870815.1_ASM1787081v1_genomic.fa                          FASTA   Protein     5,421  2,602,476       31    480.1    4,910
GCA_017870925.1_ASM1787092v1_genomic.fa                          FASTA   Protein     5,586  2,673,181       31    478.6    4,910
GCA_017870945.1_ASM1787094v1_genomic.fa                          FASTA   Protein     5,693  2,718,055       31    477.4    4,910
GCA_017870955.1_ASM1787095v1_genomic.fa                          FASTA   Protein     5,566  2,666,720       31    479.1    4,910
GCA_017871015.1_ASM1787101v1_genomic.fa                          FASTA   Protein     5,561  2,675,260       31    481.1    4,903
GCA_017871025.1_ASM1787102v1_genomic.fa                          FASTA   Protein     5,511  2,647,309       31    480.4    4,910
GCA_017871065.1_ASM1787106v1_genomic.fa                          FASTA   Protein     5,450  2,620,596       31    480.8    4,910
GCA_017871085.1_ASM1787108v1_genomic.fa                          FASTA   Protein     5,526  2,642,853       31    478.3    4,910
GCA_019393555.1_ASM1939355v1_genomic.fa                          FASTA   Protein     5,560  2,680,025       31      482    4,910
GCA_019393615.1_ASM1939361v1_genomic.fa                          FASTA   Protein     5,539  2,669,962       31      482    4,910
GCA_019393625.1_ASM1939362v1_genomic.fa                          FASTA   Protein     5,534  2,670,343       31    482.5    4,910
GCA_019393785.1_ASM1939378v1_genomic.fa                          FASTA   Protein     5,527  2,672,843       32    483.6    4,910
GCA_019393865.1_ASM1939386v1_genomic.fa                          FASTA   Protein     5,548  2,679,666       32      483    4,910
GCA_019393935.1_ASM1939393v1_genomic.fa                          FASTA   Protein     5,495  2,655,878       31    483.3    4,910
GCA_019393945.1_ASM1939394v1_genomic.fa                          FASTA   Protein     5,508  2,660,620       31      483    4,910
GCA_019393955.1_ASM1939395v1_genomic.fa                          FASTA   Protein     5,505  2,663,310       31    483.8    4,910
GCA_019393975.1_ASM1939397v1_genomic.fa                          FASTA   Protein     5,492  2,657,228       31    483.8    4,910
GCA_019394065.1_ASM1939406v1_genomic.fa                          FASTA   Protein     4,687  2,267,185       31    483.7    4,910
GCA_019394075.1_ASM1939407v1_genomic.fa                          FASTA   Protein     5,422  2,631,556       31    485.3    4,910
GCA_019394085.1_ASM1939408v1_genomic.fa                          FASTA   Protein     5,578  2,678,187       31    480.1    4,910
GCA_019394095.1_ASM1939409v1_genomic.fa                          FASTA   Protein     5,510  2,664,166       32    483.5    4,910
GCA_019394105.1_ASM1939410v1_genomic.fa                          FASTA   Protein     5,572  2,680,181       31      481    4,910
GCA_019394265.1_ASM1939426v1_genomic.fa                          FASTA   Protein     5,459  2,648,625       31    485.2    4,910
GCA_019394275.1_ASM1939427v1_genomic.fa                          FASTA   Protein     5,606  2,694,700       31    480.7    4,910
GCA_019394305.1_ASM1939430v1_genomic.fa                          FASTA   Protein     5,467  2,656,324       31    485.9    4,910
GCA_019394315.1_ASM1939431v1_genomic.fa                          FASTA   Protein     5,570  2,679,271       31      481    4,910
GCA_019394325.1_ASM1939432v1_genomic.fa                          FASTA   Protein     5,632  2,703,150       31      480    4,910
GCA_019394485.1_ASM1939448v1_genomic.fa                          FASTA   Protein     4,861  2,365,654       31    486.7    4,092
GCA_019394495.1_ASM1939449v1_genomic.fa                          FASTA   Protein     4,961  2,396,837       32    483.1    4,910
GCA_019394525.1_ASM1939452v1_genomic.fa                          FASTA   Protein     5,497  2,656,400       31    483.2    4,903
GCA_019394535.1_ASM1939453v1_genomic.fa                          FASTA   Protein     4,486  2,174,322       31    484.7    4,092
GCA_019394585.1_ASM1939458v1_genomic.fa                          FASTA   Protein     5,578  2,687,553       31    481.8    4,910
GCA_019394645.1_ASM1939464v1_genomic.fa                          FASTA   Protein     5,462  2,648,754       31    484.9    4,910
GCA_019394655.1_ASM1939465v1_genomic.fa                          FASTA   Protein     5,507  2,656,134       31    482.3    4,910
GCA_019394665.1_ASM1939466v1_genomic.fa                          FASTA   Protein     5,457  2,645,734       31    484.8    4,910
GCA_019394675.1_ASM1939467v1_genomic.fa                          FASTA   Protein     5,527  2,663,230       31    481.9    4,903
GCA_019394725.1_ASM1939472v1_genomic.fa                          FASTA   Protein     4,491  2,205,637       31    491.1    4,910
GCA_019394775.1_ASM1939477v1_genomic.fa                          FASTA   Protein     5,548  2,674,330       31      482    4,910
GCA_019394785.1_ASM1939478v1_genomic.fa                          FASTA   Protein     5,493  2,658,029       31    483.9    4,910
GCA_019394805.1_ASM1939480v1_genomic.fa                          FASTA   Protein     5,656  2,706,470       31    478.5    4,910
GCA_019394815.1_ASM1939481v1_genomic.fa                          FASTA   Protein     5,576  2,677,351       31    480.2    4,910
